overall,age,height_cm,weight_kg,club_position,pace,shooting,passing,dribbling,defending,physic,defending1,attacking1,skills1,mentality1,movement1,power
71,30,181,82,3,81.0,65.0,64.0,73.0,51.0,70.0,46.333333333333336,67.2,51.666666666666664,64.66666666666667,76.8,69.2
71,28,180,82,0,65.0,62.0,65.0,65.0,71.0,75.0,71.66666666666667,61.8,52.5,66.5,66.4,71.2
71,37,172,69,0,62.0,66.0,75.0,71.0,58.0,64.0,62.333333333333336,61.8,60.166666666666664,69.16666666666667,69.4,66.0
71,31,192,83,2,69.0,54.0,58.0,64.0,56.0,66.0,10.0,18.0,16.333333333333332,28.666666666666668,42.6,43.8
71,32,173,75,1,67.0,46.0,59.0,63.0,70.0,68.0,73.0,50.4,46.333333333333336,60.0,69.8,59.4
71,28,189,82,1,59.0,28.0,56.0,59.0,70.0,72.0,70.0,47.2,39.0,55.0,55.2,54.6
71,31,171,66,0,74.0,56.0,65.0,74.0,33.0,48.0,30.333333333333332,55.0,52.666666666666664,52.666666666666664,77.2,53.2
71,29,185,83,1,77.0,39.0,59.0,64.0,70.0,76.0,71.66666666666667,47.8,47.0,64.16666666666667,69.6,60.0
71,30,181,69,1,66.0,41.0,58.0,62.0,70.0,76.0,69.33333333333333,49.0,44.5,58.5,66.2,66.6
71,31,182,71,0,67.0,63.0,70.0,73.0,40.0,58.0,40.0,64.2,55.5,58.5,71.6,60.6
71,30,178,68,1,69.0,61.0,66.0,68.0,68.0,75.0,68.0,64.2,50.333333333333336,65.33333333333333,67.4,71.0
71,29,186,81,0,61.0,67.0,69.0,73.0,72.0,77.0,72.0,66.0,57.166666666666664,70.66666666666667,65.8,75.8
71,30,177,71,1,87.0,49.0,67.0,70.0,64.0,74.0,65.66666666666667,53.2,57.833333333333336,61.333333333333336,81.2,72.2
71,29,185,76,1,44.0,42.0,55.0,58.0,72.0,76.0,73.0,52.8,41.166666666666664,56.0,53.0,60.2
71,31,168,67,1,78.0,57.0,62.0,72.0,67.0,62.0,70.0,62.0,53.666666666666664,59.0,76.4,64.2
71,35,177,74,0,70.0,68.0,72.0,72.0,57.0,72.0,57.333333333333336,64.6,60.5,69.5,71.8,69.4
71,29,185,80,1,68.0,48.0,62.0,67.0,69.0,80.0,69.0,53.2,51.666666666666664,65.0,64.6,69.2
71,29,175,72,0,68.0,45.0,67.0,66.0,69.0,74.0,70.66666666666667,52.4,55.333333333333336,68.83333333333333,69.2,70.8
71,31,168,63,1,73.0,59.0,67.0,74.0,64.0,61.0,67.0,56.4,53.5,65.0,77.8,66.6
71,31,186,77,1,75.0,47.0,52.0,56.0,69.0,79.0,68.66666666666667,50.4,41.5,60.0,68.8,68.8
71,32,189,82,1,45.0,43.0,54.0,53.0,70.0,78.0,68.66666666666667,51.8,39.333333333333336,58.666666666666664,48.8,63.4
71,32,185,80,1,73.0,56.0,64.0,68.0,68.0,83.0,68.0,57.4,49.333333333333336,63.5,70.8,75.8
71,30,188,88,2,69.0,54.0,58.0,64.0,56.0,66.0,17.0,21.0,16.0,30.333333333333332,47.2,41.8
71,28,185,86,1,69.0,33.0,58.0,62.0,68.0,77.0,69.33333333333333,49.4,41.333333333333336,55.666666666666664,65.4,63.2
71,26,183,78,3,77.0,72.0,54.0,65.0,27.0,78.0,19.0,62.0,49.0,60.666666666666664,71.2,75.2
71,28,183,74,1,71.0,36.0,50.0,59.0,70.0,81.0,70.33333333333333,44.4,44.0,55.333333333333336,68.8,65.8
71,28,178,67,0,66.0,65.0,73.0,73.0,59.0,54.0,59.0,62.4,61.5,63.833333333333336,70.2,60.8
71,32,183,73,1,41.0,31.0,39.0,52.0,73.0,78.0,71.33333333333333,37.6,37.166666666666664,51.166666666666664,53.2,67.4
71,30,182,78,1,73.0,40.0,62.0,69.0,71.0,74.0,72.0,51.6,48.333333333333336,62.833333333333336,68.4,65.4
71,28,175,71,0,71.0,65.0,72.0,75.0,48.0,53.0,48.333333333333336,64.2,62.0,61.0,70.0,55.2
71,29,177,71,3,81.0,70.0,63.0,73.0,48.0,74.0,47.0,64.2,54.5,66.5,78.4,74.2
71,31,178,68,1,74.0,61.0,66.0,72.0,65.0,69.0,65.0,65.6,56.0,65.5,73.6,67.8
71,27,188,75,3,75.0,71.0,61.0,68.0,44.0,74.0,38.333333333333336,65.6,54.166666666666664,66.5,68.2,72.2
71,26,172,70,0,75.0,54.0,68.0,79.0,26.0,62.0,25.333333333333332,52.8,57.666666666666664,54.833333333333336,80.0,61.6
71,28,172,76,0,83.0,65.0,62.0,73.0,34.0,69.0,31.666666666666668,60.4,50.0,56.666666666666664,79.4,65.0
71,27,181,81,0,54.0,63.0,77.0,64.0,68.0,70.0,68.33333333333333,67.0,62.0,68.66666666666667,62.4,74.8
71,29,179,72,3,72.0,63.0,69.0,73.0,25.0,58.0,20.0,61.8,59.666666666666664,56.0,70.2,63.8
71,33,177,67,0,75.0,67.0,71.0,73.0,53.0,69.0,48.666666666666664,65.4,60.0,66.66666666666667,73.8,68.0
71,31,197,83,1,43.0,47.0,40.0,41.0,71.0,81.0,69.66666666666667,48.2,31.0,55.666666666666664,42.0,63.8
71,27,175,67,1,69.0,45.0,62.0,63.0,67.0,74.0,65.66666666666667,57.6,49.333333333333336,61.0,70.6,67.4
71,28,178,80,3,74.0,73.0,69.0,75.0,25.0,62.0,17.333333333333332,66.2,60.5,60.0,72.0,69.2
71,28,167,70,1,75.0,49.0,61.0,65.0,67.0,81.0,68.33333333333333,52.6,48.666666666666664,59.5,70.4,72.8
71,29,172,70,1,85.0,52.0,63.0,72.0,63.0,66.0,65.0,58.6,50.5,54.5,78.2,63.8
71,28,193,90,1,58.0,31.0,40.0,45.0,72.0,77.0,71.0,40.6,31.166666666666668,47.0,51.0,57.2
71,30,193,84,1,51.0,43.0,46.0,44.0,75.0,71.0,74.0,48.2,31.0,57.0,54.8,56.4
71,31,182,76,1,67.0,47.0,53.0,57.0,70.0,83.0,69.66666666666667,54.6,43.166666666666664,64.83333333333333,67.0,73.8
71,27,173,70,0,86.0,62.0,64.0,75.0,29.0,58.0,25.0,60.2,56.333333333333336,55.833333333333336,81.8,61.2
71,29,173,66,0,78.0,62.0,70.0,79.0,44.0,63.0,45.0,57.8,58.833333333333336,65.33333333333333,81.8,65.0
71,29,186,84,1,69.0,46.0,66.0,66.0,68.0,71.0,69.33333333333333,54.4,50.5,62.333333333333336,66.4,60.2
71,27,181,73,3,77.0,67.0,69.0,73.0,35.0,64.0,32.333333333333336,63.2,59.166666666666664,60.666666666666664,73.8,65.2
71,28,191,87,1,50.0,32.0,55.0,56.0,71.0,74.0,70.33333333333333,47.6,37.166666666666664,52.833333333333336,51.2,56.4
71,29,177,66,0,76.0,68.0,71.0,72.0,22.0,59.0,19.0,65.8,59.833333333333336,55.833333333333336,75.0,67.0
71,28,182,73,0,63.0,65.0,69.0,69.0,68.0,75.0,66.66666666666667,65.6,56.333333333333336,67.5,68.0,74.2
71,27,178,70,0,64.0,69.0,71.0,70.0,67.0,67.0,69.33333333333333,64.8,59.333333333333336,71.0,67.8,67.4
71,29,187,81,3,72.0,70.0,69.0,70.0,62.0,75.0,62.0,66.4,57.0,66.5,69.8,70.4
71,31,185,72,1,68.0,55.0,65.0,67.0,68.0,69.0,70.0,54.0,57.833333333333336,59.5,66.8,70.0
71,29,166,62,3,88.0,66.0,70.0,71.0,34.0,67.0,33.666666666666664,58.8,57.833333333333336,63.0,82.8,66.6
71,29,181,76,0,70.0,61.0,66.0,66.0,67.0,75.0,69.33333333333333,56.6,53.166666666666664,63.666666666666664,68.6,72.8
71,33,182,75,0,73.0,71.0,68.0,73.0,43.0,74.0,35.0,69.4,57.5,67.66666666666667,72.4,71.2
71,27,178,69,0,61.0,64.0,72.0,72.0,61.0,63.0,61.0,62.0,61.0,67.0,68.0,66.4
71,28,184,83,2,69.0,54.0,58.0,64.0,56.0,66.0,22.0,18.4,23.166666666666668,36.833333333333336,47.0,47.0
71,26,184,74,3,69.0,73.0,59.0,69.0,32.0,70.0,26.666666666666668,63.6,50.333333333333336,58.5,68.6,73.6
71,31,190,86,0,65.0,64.0,69.0,68.0,65.0,82.0,65.33333333333333,63.2,58.333333333333336,67.66666666666667,63.4,74.4
71,25,183,71,1,76.0,52.0,62.0,65.0,65.0,71.0,65.0,57.2,51.5,57.333333333333336,72.4,67.6
71,32,176,80,0,67.0,67.0,73.0,70.0,64.0,72.0,64.0,62.4,62.0,70.83333333333333,68.0,72.2
71,28,176,70,0,76.0,40.0,60.0,64.0,68.0,72.0,68.66666666666667,52.2,49.0,60.5,73.2,60.4
71,28,192,90,2,69.0,54.0,58.0,64.0,56.0,66.0,14.666666666666666,15.6,15.0,19.333333333333332,49.0,44.0
71,28,185,75,1,58.0,30.0,49.0,51.0,72.0,75.0,72.33333333333333,45.6,34.833333333333336,53.5,62.6,54.6
71,28,185,81,3,71.0,71.0,56.0,65.0,38.0,78.0,37.666666666666664,67.0,41.0,59.166666666666664,67.0,75.6
71,30,176,74,1,76.0,52.0,66.0,68.0,66.0,74.0,66.0,55.8,56.666666666666664,64.0,73.0,69.4
71,28,188,80,3,69.0,70.0,54.0,71.0,29.0,74.0,27.333333333333332,65.6,45.333333333333336,54.5,69.8,75.6
71,31,172,63,3,80.0,72.0,65.0,74.0,26.0,65.0,23.333333333333332,63.6,56.666666666666664,57.833333333333336,79.2,66.0
71,28,190,83,1,49.0,45.0,51.0,47.0,73.0,77.0,72.66666666666667,50.2,37.833333333333336,51.666666666666664,45.8,67.6
71,30,172,74,1,64.0,47.0,61.0,69.0,69.0,71.0,71.33333333333333,53.4,54.166666666666664,58.666666666666664,71.2,67.6
71,28,178,73,1,73.0,39.0,63.0,67.0,68.0,75.0,68.66666666666667,51.0,50.166666666666664,64.0,71.2,63.8
71,34,190,78,2,69.0,54.0,58.0,64.0,56.0,66.0,21.0,17.2,15.666666666666666,25.666666666666668,53.2,49.6
71,31,184,83,1,63.0,57.0,68.0,64.0,66.0,79.0,66.33333333333333,59.6,50.5,62.166666666666664,63.2,74.8
71,28,173,66,3,89.0,64.0,66.0,73.0,27.0,68.0,24.666666666666668,60.4,54.0,60.0,84.0,66.6
71,28,191,79,1,60.0,34.0,43.0,44.0,71.0,80.0,70.0,44.6,34.0,52.0,55.2,60.0
71,26,184,75,0,63.0,69.0,73.0,72.0,57.0,65.0,54.333333333333336,66.8,62.166666666666664,64.83333333333333,63.8,66.4
71,27,179,81,0,69.0,65.0,69.0,74.0,47.0,73.0,45.333333333333336,63.2,59.833333333333336,59.333333333333336,70.2,73.4
71,30,180,70,0,57.0,67.0,71.0,70.0,58.0,65.0,57.666666666666664,64.4,58.833333333333336,65.5,64.2,66.4
71,28,176,65,0,88.0,68.0,57.0,73.0,36.0,70.0,34.333333333333336,63.8,51.166666666666664,58.166666666666664,83.2,68.4
71,28,172,70,0,92.0,66.0,60.0,71.0,49.0,63.0,51.333333333333336,59.6,50.333333333333336,57.833333333333336,81.2,68.0
71,26,183,75,0,75.0,64.0,68.0,73.0,53.0,68.0,52.666666666666664,61.6,57.333333333333336,62.666666666666664,74.6,66.2
71,31,171,68,0,72.0,67.0,70.0,74.0,37.0,63.0,35.333333333333336,62.6,57.666666666666664,65.5,74.4,61.2
71,27,180,75,0,74.0,72.0,69.0,72.0,42.0,69.0,40.666666666666664,68.0,59.333333333333336,63.5,71.8,71.4
71,29,186,76,1,41.0,33.0,49.0,52.0,70.0,78.0,71.33333333333333,44.2,37.166666666666664,52.666666666666664,55.6,65.6
71,27,186,80,1,69.0,30.0,57.0,61.0,72.0,70.0,72.0,50.4,41.5,53.666666666666664,64.0,55.4
71,29,177,72,0,64.0,72.0,74.0,72.0,53.0,62.0,52.333333333333336,62.8,62.833333333333336,68.0,65.8,68.8
71,32,184,75,3,66.0,71.0,54.0,64.0,27.0,71.0,22.333333333333332,67.6,45.5,57.0,65.6,67.0
71,33,176,74,0,61.0,63.0,70.0,71.0,66.0,77.0,68.66666666666667,61.8,58.333333333333336,69.5,70.2,74.6
71,29,187,85,2,69.0,54.0,58.0,64.0,56.0,66.0,14.0,23.0,21.333333333333332,26.833333333333332,56.2,47.6
71,25,174,70,0,66.0,60.0,70.0,71.0,68.0,72.0,68.66666666666667,61.4,55.5,67.5,69.6,69.8
71,26,173,70,0,74.0,68.0,66.0,76.0,33.0,60.0,30.0,66.6,56.833333333333336,53.5,77.2,67.2
71,28,188,81,2,69.0,54.0,58.0,64.0,56.0,66.0,13.0,12.6,16.166666666666668,22.5,44.8,48.8
71,27,180,75,1,62.0,61.0,67.0,66.0,65.0,74.0,64.66666666666667,66.0,54.166666666666664,61.833333333333336,64.6,68.8
71,33,187,68,1,75.0,39.0,59.0,64.0,67.0,77.0,67.33333333333333,49.4,45.166666666666664,56.833333333333336,71.6,69.8
71,26,194,84,3,76.0,70.0,53.0,67.0,40.0,75.0,33.666666666666664,65.2,45.833333333333336,62.0,69.8,70.8
71,27,164,64,0,91.0,66.0,60.0,75.0,28.0,53.0,25.0,58.6,51.5,50.166666666666664,85.6,64.6
71,26,171,79,0,55.0,38.0,56.0,62.0,70.0,81.0,69.0,44.8,44.333333333333336,57.666666666666664,65.6,67.4
71,31,186,80,0,56.0,57.0,57.0,60.0,70.0,81.0,70.0,56.2,46.166666666666664,61.666666666666664,58.6,71.6
71,26,174,73,0,64.0,61.0,71.0,73.0,66.0,68.0,66.33333333333333,59.6,55.833333333333336,67.33333333333333,68.6,68.2
71,26,165,65,0,69.0,58.0,72.0,77.0,55.0,68.0,54.0,57.4,60.0,68.0,77.4,68.4
71,27,181,74,1,68.0,44.0,54.0,50.0,71.0,75.0,70.33333333333333,52.6,38.5,53.0,68.6,67.8
71,26,185,80,0,61.0,71.0,71.0,70.0,55.0,70.0,53.666666666666664,63.6,60.833333333333336,71.0,63.8,67.2
71,24,180,73,0,70.0,67.0,68.0,71.0,62.0,73.0,62.0,63.4,58.0,64.16666666666667,71.6,74.0
71,27,174,69,0,62.0,76.0,78.0,72.0,44.0,59.0,46.0,65.4,65.5,62.166666666666664,71.2,66.8
71,29,178,73,0,62.0,45.0,58.0,64.0,67.0,78.0,69.0,46.2,45.166666666666664,62.333333333333336,67.8,68.6
71,31,186,76,1,58.0,38.0,51.0,61.0,70.0,78.0,69.33333333333333,42.8,45.333333333333336,59.333333333333336,60.2,62.2
71,37,190,92,2,69.0,54.0,58.0,64.0,56.0,66.0,14.666666666666666,20.2,15.166666666666666,28.5,45.4,44.2
71,32,181,80,3,70.0,69.0,55.0,68.0,32.0,77.0,26.666666666666668,62.0,42.666666666666664,60.5,65.8,68.6
71,31,185,79,1,78.0,57.0,62.0,63.0,66.0,80.0,66.33333333333333,58.4,45.166666666666664,66.0,67.8,70.6
71,32,183,80,3,68.0,73.0,63.0,65.0,32.0,68.0,30.333333333333332,66.8,44.5,55.333333333333336,65.6,67.8
71,27,186,80,1,43.0,29.0,42.0,48.0,73.0,72.0,73.33333333333333,44.4,31.666666666666668,48.833333333333336,46.4,52.6
71,30,172,76,1,77.0,59.0,72.0,63.0,66.0,71.0,66.33333333333333,61.0,58.666666666666664,60.5,70.4,72.2
71,32,175,71,0,75.0,63.0,70.0,75.0,55.0,65.0,53.0,64.6,57.166666666666664,68.16666666666667,75.8,62.6
71,29,178,71,1,74.0,49.0,64.0,69.0,66.0,71.0,68.33333333333333,54.2,53.0,63.0,71.4,68.2
71,26,173,72,0,72.0,65.0,71.0,70.0,65.0,73.0,67.33333333333333,62.2,57.666666666666664,68.5,72.8,68.0
71,31,176,73,1,70.0,52.0,60.0,70.0,67.0,66.0,65.33333333333333,53.2,53.166666666666664,60.0,75.0,70.8
71,26,191,85,1,65.0,28.0,44.0,49.0,71.0,74.0,70.33333333333333,44.4,35.166666666666664,52.666666666666664,56.4,55.2
71,25,176,72,0,72.0,66.0,73.0,72.0,57.0,60.0,59.0,61.6,60.333333333333336,64.0,71.6,62.6
71,29,176,80,0,57.0,67.0,67.0,66.0,68.0,85.0,69.0,65.4,55.666666666666664,67.16666666666667,60.2,81.2
71,34,191,86,3,64.0,72.0,53.0,67.0,30.0,76.0,24.333333333333332,60.2,53.833333333333336,63.166666666666664,61.8,71.4
71,29,188,84,2,69.0,54.0,58.0,64.0,56.0,66.0,17.0,22.0,22.333333333333332,33.0,50.8,46.0
71,29,174,70,1,66.0,38.0,61.0,62.0,68.0,58.0,70.66666666666667,56.2,46.0,51.0,65.6,47.6
71,28,185,79,0,75.0,70.0,65.0,72.0,26.0,72.0,22.666666666666668,69.2,50.833333333333336,58.666666666666664,70.8,72.8
71,26,187,73,0,51.0,67.0,72.0,68.0,68.0,69.0,66.33333333333333,68.8,59.333333333333336,67.5,60.0,70.2
71,27,190,80,1,57.0,29.0,44.0,54.0,71.0,73.0,70.66666666666667,43.2,35.333333333333336,52.0,58.0,59.0
71,27,182,70,0,80.0,64.0,66.0,69.0,42.0,68.0,40.333333333333336,61.2,55.333333333333336,60.333333333333336,70.4,71.6
71,27,190,82,1,47.0,46.0,56.0,51.0,71.0,76.0,69.66666666666667,52.2,41.5,58.333333333333336,49.8,68.2
71,32,174,69,0,61.0,65.0,69.0,73.0,57.0,75.0,56.333333333333336,61.2,57.833333333333336,67.66666666666667,69.6,73.4
71,27,183,80,1,79.0,38.0,53.0,61.0,70.0,79.0,69.33333333333333,50.0,45.0,55.166666666666664,73.4,64.6
71,30,181,75,0,73.0,74.0,65.0,69.0,38.0,63.0,37.0,69.6,50.166666666666664,60.0,67.4,70.0
71,26,188,89,2,69.0,54.0,58.0,64.0,56.0,66.0,20.0,19.4,17.666666666666668,22.0,48.8,42.4
71,28,189,74,1,57.0,31.0,42.0,50.0,73.0,67.0,72.0,44.4,32.666666666666664,46.166666666666664,54.6,55.0
71,29,177,72,1,87.0,55.0,58.0,68.0,68.0,85.0,69.33333333333333,53.8,47.166666666666664,55.166666666666664,76.4,78.0
71,32,174,73,3,74.0,70.0,64.0,74.0,29.0,70.0,21.0,67.6,54.0,64.0,74.2,69.2
71,28,178,73,1,84.0,48.0,62.0,65.0,67.0,76.0,67.66666666666667,53.8,55.166666666666664,56.833333333333336,76.2,72.8
71,26,176,66,1,73.0,26.0,59.0,66.0,68.0,61.0,69.0,50.0,44.0,51.333333333333336,71.6,50.2
71,24,191,75,1,49.0,55.0,60.0,59.0,74.0,68.0,74.33333333333333,58.6,44.666666666666664,58.333333333333336,57.0,68.6
71,26,183,73,1,81.0,48.0,65.0,69.0,65.0,70.0,65.66666666666667,58.0,49.0,58.5,74.2,63.8
71,26,183,80,3,77.0,67.0,66.0,72.0,39.0,65.0,37.666666666666664,59.0,55.666666666666664,58.5,73.8,67.4
71,26,192,88,1,55.0,35.0,49.0,52.0,71.0,80.0,71.33333333333333,45.4,36.333333333333336,55.333333333333336,53.4,62.8
71,29,186,80,0,28.0,55.0,60.0,60.0,66.0,75.0,64.33333333333333,51.6,44.333333333333336,60.333333333333336,43.0,67.6
71,27,178,74,0,70.0,66.0,69.0,71.0,63.0,71.0,67.0,62.6,57.0,66.5,72.4,71.0
71,31,183,73,3,86.0,68.0,60.0,73.0,32.0,66.0,31.0,66.2,49.666666666666664,52.333333333333336,77.2,72.2
71,30,191,77,3,63.0,71.0,52.0,62.0,30.0,76.0,25.333333333333332,63.6,46.333333333333336,57.833333333333336,57.4,72.2
71,29,180,73,0,61.0,62.0,68.0,65.0,65.0,73.0,64.33333333333333,57.4,55.5,65.5,66.6,72.2
71,29,188,84,1,41.0,29.0,46.0,44.0,73.0,69.0,71.0,44.8,34.333333333333336,53.333333333333336,42.6,48.6
71,29,167,65,1,89.0,53.0,61.0,68.0,62.0,56.0,67.0,53.6,46.166666666666664,55.5,83.8,66.8
71,27,174,70,3,79.0,71.0,68.0,74.0,39.0,66.0,33.666666666666664,65.8,60.5,62.166666666666664,78.0,71.0
71,25,178,69,3,72.0,71.0,59.0,70.0,33.0,67.0,29.0,64.4,46.333333333333336,61.666666666666664,71.0,68.6
71,26,178,82,3,75.0,69.0,67.0,74.0,55.0,67.0,55.333333333333336,62.4,59.666666666666664,63.0,75.8,70.0
71,34,183,79,1,52.0,59.0,64.0,65.0,72.0,76.0,71.0,60.0,55.666666666666664,67.0,57.4,69.8
71,25,178,76,1,76.0,57.0,67.0,67.0,65.0,67.0,65.66666666666667,57.4,56.333333333333336,61.5,73.4,67.2
71,25,173,70,0,77.0,58.0,64.0,77.0,44.0,56.0,44.666666666666664,57.8,56.166666666666664,58.833333333333336,77.0,57.2
71,30,186,73,1,80.0,29.0,55.0,53.0,74.0,72.0,73.33333333333333,45.4,39.333333333333336,55.833333333333336,69.8,56.6
71,29,190,87,3,66.0,70.0,62.0,66.0,45.0,77.0,45.666666666666664,68.0,50.0,63.5,60.0,73.0
71,31,176,73,1,70.0,45.0,57.0,68.0,70.0,71.0,70.0,54.8,49.5,58.833333333333336,69.8,64.4
71,23,180,75,0,53.0,62.0,71.0,70.0,62.0,68.0,61.666666666666664,61.0,58.333333333333336,64.5,61.2,65.4
71,31,185,84,3,68.0,73.0,54.0,66.0,32.0,78.0,27.666666666666668,65.8,46.666666666666664,61.166666666666664,65.8,73.2
71,30,179,70,3,82.0,74.0,66.0,72.0,31.0,67.0,26.0,65.2,53.833333333333336,56.666666666666664,79.4,71.4
71,28,187,81,1,68.0,50.0,67.0,64.0,71.0,75.0,71.0,58.0,57.0,63.833333333333336,63.8,68.2
71,25,175,73,0,79.0,45.0,66.0,69.0,66.0,71.0,67.66666666666667,50.2,56.833333333333336,60.333333333333336,72.6,65.2
71,25,186,78,1,75.0,58.0,64.0,67.0,68.0,79.0,68.0,55.2,57.0,61.666666666666664,68.0,78.0
71,29,169,64,1,74.0,62.0,67.0,72.0,40.0,63.0,43.666666666666664,57.4,50.833333333333336,65.66666666666667,76.0,62.6
71,31,190,68,3,83.0,72.0,63.0,70.0,37.0,64.0,33.0,66.2,56.333333333333336,60.0,74.8,72.2
71,26,169,64,0,87.0,66.0,64.0,74.0,27.0,54.0,25.0,61.0,56.333333333333336,50.666666666666664,83.6,67.6
71,25,165,66,3,85.0,70.0,60.0,74.0,31.0,58.0,25.666666666666668,66.2,50.166666666666664,60.5,83.2,68.0
71,24,180,77,3,75.0,71.0,63.0,68.0,38.0,71.0,32.0,65.4,54.333333333333336,64.66666666666667,73.2,70.8
71,25,178,71,0,65.0,66.0,73.0,71.0,64.0,69.0,65.0,66.2,59.333333333333336,67.16666666666667,66.8,71.8
71,28,183,69,1,58.0,37.0,47.0,50.0,71.0,72.0,72.33333333333333,42.8,40.833333333333336,49.666666666666664,55.2,62.4
71,28,170,83,1,73.0,44.0,64.0,63.0,68.0,72.0,67.66666666666667,57.8,45.5,60.833333333333336,71.4,60.6
71,25,178,72,1,79.0,50.0,68.0,70.0,63.0,72.0,65.33333333333333,57.4,54.5,63.833333333333336,71.6,65.4
71,26,180,77,3,90.0,66.0,55.0,72.0,26.0,70.0,20.666666666666668,62.6,44.5,52.166666666666664,77.2,69.2
71,30,190,88,1,67.0,39.0,57.0,61.0,69.0,78.0,69.0,50.6,43.833333333333336,56.0,63.2,62.8
71,25,178,75,3,90.0,66.0,60.0,76.0,39.0,73.0,35.333333333333336,63.0,54.333333333333336,59.666666666666664,85.6,73.4
71,27,175,75,0,80.0,72.0,69.0,71.0,51.0,74.0,51.666666666666664,68.6,53.333333333333336,68.0,79.4,72.6
71,27,188,80,2,69.0,54.0,58.0,64.0,56.0,66.0,13.333333333333334,19.0,17.666666666666668,32.0,47.0,46.8
71,24,174,70,1,83.0,52.0,67.0,74.0,64.0,71.0,62.666666666666664,60.2,55.0,64.5,78.8,67.6
71,28,177,70,0,71.0,64.0,67.0,76.0,56.0,54.0,52.333333333333336,60.8,55.5,57.166666666666664,71.4,62.2
71,24,185,82,1,67.0,35.0,53.0,59.0,70.0,78.0,69.0,49.4,40.166666666666664,57.0,66.6,61.4
71,26,169,77,0,54.0,50.0,63.0,64.0,66.0,83.0,65.66666666666667,53.8,47.833333333333336,61.5,63.4,71.4
71,27,177,74,1,72.0,54.0,65.0,65.0,71.0,67.0,70.33333333333333,60.4,50.833333333333336,65.16666666666667,70.8,64.0
71,29,190,82,0,48.0,69.0,75.0,69.0,60.0,70.0,57.333333333333336,64.2,63.333333333333336,66.33333333333333,57.2,71.8
71,27,181,70,0,84.0,57.0,67.0,72.0,66.0,68.0,67.33333333333333,61.4,55.333333333333336,62.5,74.2,65.4
71,25,190,83,0,65.0,68.0,74.0,68.0,66.0,76.0,66.66666666666667,68.0,61.0,64.66666666666667,62.4,74.6
71,27,180,77,0,85.0,66.0,65.0,73.0,38.0,64.0,35.666666666666664,59.4,53.666666666666664,56.0,77.2,66.8
71,28,184,79,3,67.0,74.0,57.0,68.0,24.0,78.0,17.666666666666668,64.0,51.5,60.333333333333336,63.8,75.8
71,25,191,85,3,62.0,69.0,52.0,70.0,31.0,77.0,26.666666666666668,64.4,42.333333333333336,61.833333333333336,61.4,69.2
71,27,192,87,1,32.0,46.0,56.0,50.0,72.0,75.0,71.0,51.2,48.0,54.666666666666664,39.2,66.2
71,31,186,80,1,53.0,34.0,49.0,53.0,72.0,78.0,71.66666666666667,42.8,38.333333333333336,55.166666666666664,53.8,65.8
71,24,183,73,1,72.0,31.0,64.0,68.0,66.0,72.0,67.33333333333333,50.0,47.5,62.0,70.2,58.6
71,27,177,75,0,91.0,49.0,59.0,76.0,60.0,67.0,62.333333333333336,48.8,51.5,56.833333333333336,80.8,62.6
71,29,172,68,3,92.0,64.0,64.0,72.0,38.0,62.0,36.666666666666664,61.2,52.166666666666664,54.333333333333336,85.6,65.8
71,26,186,76,0,71.0,67.0,70.0,72.0,67.0,74.0,65.66666666666667,64.8,60.0,72.16666666666667,66.8,71.0
71,22,200,79,1,41.0,28.0,48.0,57.0,72.0,75.0,71.33333333333333,41.2,39.166666666666664,50.0,48.8,55.8
71,27,167,67,1,85.0,59.0,63.0,69.0,65.0,61.0,67.0,56.6,50.333333333333336,62.166666666666664,82.8,69.0
71,21,166,64,1,87.0,36.0,60.0,68.0,64.0,67.0,65.33333333333333,51.0,45.666666666666664,54.166666666666664,77.8,60.8
71,21,172,76,0,66.0,55.0,59.0,66.0,72.0,70.0,73.66666666666667,54.4,50.166666666666664,59.666666666666664,66.4,69.6
71,25,172,69,0,72.0,68.0,69.0,73.0,46.0,73.0,40.333333333333336,63.0,60.0,70.83333333333333,73.0,72.6
71,29,175,69,0,82.0,63.0,71.0,73.0,38.0,54.0,36.333333333333336,64.6,59.166666666666664,62.666666666666664,77.0,57.4
71,29,176,75,0,66.0,61.0,70.0,73.0,39.0,55.0,36.666666666666664,61.8,56.166666666666664,69.83333333333333,70.0,64.2
71,29,182,71,3,82.0,67.0,62.0,72.0,25.0,64.0,16.333333333333332,66.2,57.666666666666664,55.833333333333336,73.4,64.6
71,29,179,70,3,72.0,76.0,61.0,64.0,36.0,62.0,27.0,69.2,52.166666666666664,64.66666666666667,66.4,69.6
71,29,177,71,3,67.0,74.0,60.0,71.0,29.0,60.0,23.666666666666668,69.0,55.333333333333336,54.666666666666664,70.0,69.8
71,33,190,84,1,63.0,50.0,62.0,61.0,71.0,78.0,69.33333333333333,61.6,48.666666666666664,59.166666666666664,59.2,64.0
71,29,174,74,0,77.0,71.0,66.0,75.0,43.0,63.0,50.0,62.6,61.333333333333336,56.666666666666664,73.8,69.4
71,21,175,70,3,81.0,60.0,67.0,76.0,32.0,51.0,29.666666666666668,63.2,56.5,53.0,77.8,56.0
71,33,180,71,3,82.0,63.0,60.0,73.0,25.0,62.0,13.0,64.6,56.5,55.833333333333336,76.6,64.8
71,27,186,84,1,51.0,30.0,48.0,50.0,72.0,78.0,71.33333333333333,44.6,37.666666666666664,49.666666666666664,49.8,59.0
